"YEAR_SEMESTER","EDAD_MOD","NIVEL","SEDE_NOMBRE_MAT","n"
"2018 - 2",33,"Pregrado","Manizales",3
"2018 - 2",33,"Pregrado","Medellín",4
"2018 - 2",34,"Doctorado","Bogotá",3
"2018 - 2",34,"Doctorado","Manizales",1
"2018 - 2",34,"Doctorado","Medellín",3
"2018 - 2",34,"Especialización","Bogotá",12
"2018 - 2",34,"Especialización","Manizales",6
"2018 - 2",34,"Especialización","Medellín",5
"2018 - 2",34,"Maestría","Bogotá",21
"2018 - 2",34,"Maestría","Manizales",1
"2018 - 2",34,"Maestría","Medellín",8
"2018 - 2",34,"Maestría","Palmira",9
"2018 - 2",34,"Pregrado","Bogotá",8
"2018 - 2",34,"Pregrado","Manizales",2
"2018 - 2",34,"Pregrado","Medellín",2
"2018 - 2",35,"Doctorado","Bogotá",8
"2018 - 2",35,"Doctorado","Manizales",3
"2018 - 2",35,"Doctorado","Medellín",2
"2018 - 2",35,"Especialidades Médicas","Bogotá",1
"2018 - 2",35,"Especialización","Bogotá",10
"2018 - 2",35,"Especialización","Manizales",6
"2018 - 2",35,"Maestría","Bogotá",23
"2018 - 2",35,"Maestría","Manizales",2
"2018 - 2",35,"Maestría","Medellín",6
"2018 - 2",35,"Maestría","Palmira",10
"2018 - 2",35,"Pregrado","Bogotá",8
"2018 - 2",35,"Pregrado","Manizales",1
"2018 - 2",35,"Pregrado","Medellín",2
"2018 - 2",35,"Pregrado","Palmira",1
"2018 - 2",36,"Doctorado","Bogotá",6
"2018 - 2",36,"Doctorado","Manizales",1
"2018 - 2",36,"Especialidades Médicas","Bogotá",1
"2018 - 2",36,"Especialización","Bogotá",12
"2018 - 2",36,"Especialización","Manizales",13
"2018 - 2",36,"Especialización","Medellín",2
"2018 - 2",36,"Maestría","Amazonía",1
"2018 - 2",36,"Maestría","Bogotá",17
"2018 - 2",36,"Maestría","Manizales",2
"2018 - 2",36,"Maestría","Medellín",5
"2018 - 2",36,"Maestría","Palmira",6
"2018 - 2",36,"Pregrado","Bogotá",10
"2018 - 2",36,"Pregrado","Manizales",1
"2018 - 2",36,"Pregrado","Medellín",3
"2018 - 2",37,"Doctorado","Bogotá",2
"2018 - 2",37,"Doctorado","Manizales",1
"2018 - 2",37,"Doctorado","Medellín",1
"2018 - 2",37,"Doctorado","Palmira",1
"2018 - 2",37,"Especialización","Bogotá",6
"2018 - 2",37,"Especialización","Manizales",7
"2018 - 2",37,"Especialización","Medellín",2
"2018 - 2",37,"Maestría","Bogotá",16
"2018 - 2",37,"Maestría","Manizales",4
"2018 - 2",37,"Maestría","Medellín",8
"2018 - 2",37,"Maestría","Palmira",5
"2018 - 2",37,"Pregrado","Bogotá",4
"2018 - 2",37,"Pregrado","Medellín",2
"2018 - 2",37,"Pregrado","Palmira",1
"2018 - 2",38,"Doctorado","Bogotá",4
"2018 - 2",38,"Doctorado","Manizales",1
"2018 - 2",38,"Doctorado","Palmira",1
"2018 - 2",38,"Especialidades Médicas","Bogotá",2
"2018 - 2",38,"Especialización","Bogotá",12
"2018 - 2",38,"Especialización","Manizales",8
"2018 - 2",38,"Especialización","Medellín",3
"2018 - 2",38,"Maestría","Bogotá",12
"2018 - 2",38,"Maestría","Manizales",2
"2018 - 2",38,"Maestría","Medellín",4
"2018 - 2",38,"Maestría","Palmira",10
"2018 - 2",38,"Pregrado","Bogotá",5
"2018 - 2",38,"Pregrado","Manizales",1
"2018 - 2",39,"Doctorado","Bogotá",3
"2018 - 2",39,"Doctorado","Medellín",4
"2018 - 2",39,"Especialidades Médicas","Bogotá",1
"2018 - 2",39,"Especialización","Bogotá",6
"2018 - 2",39,"Especialización","Manizales",6
"2018 - 2",39,"Especialización","Medellín",1
"2018 - 2",39,"Maestría","Bogotá",14
"2018 - 2",39,"Maestría","Manizales",5
"2018 - 2",39,"Maestría","Medellín",8
"2018 - 2",39,"Maestría","Palmira",6
"2018 - 2",39,"Pregrado","Bogotá",7
"2018 - 2",40,"Doctorado","Bogotá",4
"2018 - 2",40,"Doctorado","Medellín",3
"2018 - 2",40,"Especialización","Bogotá",7
"2018 - 2",40,"Especialización","Manizales",5
"2018 - 2",40,"Maestría","Bogotá",6
"2018 - 2",40,"Maestría","Manizales",2
"2018 - 2",40,"Maestría","Medellín",4
"2018 - 2",40,"Maestría","Palmira",12
"2018 - 2",40,"Pregrado","Bogotá",2
"2018 - 2",40,"Pregrado","Manizales",1
"2018 - 2",41,"Doctorado","Bogotá",1
"2018 - 2",41,"Doctorado","Medellín",3
"2018 - 2",41,"Especialización","Bogotá",2
"2018 - 2",41,"Especialización","Manizales",5
"2018 - 2",41,"Especialización","Medellín",1
"2018 - 2",41,"Maestría","Bogotá",10
"2018 - 2",41,"Maestría","Manizales",2
"2018 - 2",41,"Maestría","Medellín",3
"2018 - 2",41,"Maestría","Palmira",14
"2018 - 2",41,"Pregrado","Bogotá",2
"2018 - 2",41,"Pregrado","Medellín",1
"2018 - 2",42,"Doctorado","Bogotá",2
"2018 - 2",42,"Doctorado","Manizales",1
"2018 - 2",42,"Doctorado","Medellín",1
"2018 - 2",42,"Doctorado","Palmira",1
"2018 - 2",42,"Especialidades Médicas","Bogotá",1
"2018 - 2",42,"Especialización","Bogotá",7
"2018 - 2",42,"Especialización","Manizales",3
"2018 - 2",42,"Maestría","Bogotá",11
"2018 - 2",42,"Maestría","Medellín",3
"2018 - 2",42,"Maestría","Palmira",5
"2018 - 2",42,"Pregrado","Bogotá",4
"2018 - 2",42,"Pregrado","Medellín",2
"2018 - 2",43,"Doctorado","Bogotá",1
"2018 - 2",43,"Doctorado","Medellín",1
"2018 - 2",43,"Especialización","Bogotá",7
"2018 - 2",43,"Especialización","Manizales",4
"2018 - 2",43,"Especialización","Medellín",1
"2018 - 2",43,"Maestría","Bogotá",1
"2018 - 2",43,"Maestría","Medellín",3
"2018 - 2",43,"Maestría","Palmira",12
"2018 - 2",43,"Pregrado","Bogotá",1
"2018 - 2",43,"Pregrado","Manizales",1
"2018 - 2",43,"Pregrado","Medellín",1
"2018 - 2",44,"Doctorado","Bogotá",2
"2018 - 2",44,"Doctorado","Medellín",2
"2018 - 2",44,"Especialización","Bogotá",6
"2018 - 2",44,"Especialización","Manizales",4
"2018 - 2",44,"Especialización","Medellín",2
"2018 - 2",44,"Maestría","Bogotá",6
"2018 - 2",44,"Maestría","Palmira",15
"2018 - 2",44,"Pregrado","Manizales",1
"2018 - 2",45,"Doctorado","Bogotá",3
"2018 - 2",45,"Especialización","Bogotá",4
"2018 - 2",45,"Maestría","Amazonía",1
"2018 - 2",45,"Maestría","Bogotá",7
"2018 - 2",45,"Maestría","Manizales",2
"2018 - 2",45,"Maestría","Medellín",3
"2018 - 2",45,"Maestría","Palmira",12
"2018 - 2",45,"Pregrado","Bogotá",1
"2018 - 2",46,"Doctorado","Bogotá",1
"2018 - 2",46,"Doctorado","Manizales",1
"2018 - 2",46,"Especialización","Bogotá",2
"2018 - 2",46,"Especialización","Manizales",1
"2018 - 2",46,"Maestría","Bogotá",7
"2018 - 2",46,"Maestría","Palmira",11
"2018 - 2",46,"Pregrado","Bogotá",2
"2018 - 2",46,"Pregrado","Manizales",1
"2018 - 2",46,"Pregrado","Palmira",1
"2018 - 2",47,"Doctorado","Bogotá",1
"2018 - 2",47,"Especialización","Bogotá",6
"2018 - 2",47,"Especialización","Manizales",1
"2018 - 2",47,"Maestría","Bogotá",2
"2018 - 2",47,"Maestría","Manizales",1
"2018 - 2",47,"Maestría","Palmira",12
"2018 - 2",47,"Pregrado","Manizales",1
"2018 - 2",48,"Doctorado","Bogotá",4
"2018 - 2",48,"Doctorado","Manizales",1
"2018 - 2",48,"Especialización","Bogotá",7
"2018 - 2",48,"Especialización","Manizales",1
"2018 - 2",48,"Maestría","Bogotá",4
"2018 - 2",48,"Maestría","Medellín",2
"2018 - 2",48,"Maestría","Palmira",10
"2018 - 2",49,"Doctorado","Palmira",1
"2018 - 2",49,"Especialización","Bogotá",2
"2018 - 2",49,"Especialización","Manizales",1
"2018 - 2",49,"Maestría","Bogotá",3
"2018 - 2",49,"Maestría","Medellín",1
"2018 - 2",49,"Maestría","Palmira",2
"2018 - 2",49,"Pregrado","Palmira",1
"2018 - 2",50,"Doctorado","Bogotá",1
"2018 - 2",50,"Especialización","Manizales",1
"2018 - 2",50,"Maestría","Bogotá",1
"2018 - 2",50,"Maestría","Medellín",1
"2018 - 2",50,"Maestría","Palmira",2
"2018 - 2",51,"Doctorado","Bogotá",2
"2018 - 2",51,"Doctorado","Medellín",1
"2018 - 2",51,"Doctorado","Palmira",1
"2018 - 2",51,"Especialización","Bogotá",2
"2018 - 2",51,"Maestría","Amazonía",1
"2018 - 2",51,"Maestría","Bogotá",4
"2018 - 2",51,"Maestría","Manizales",3
"2018 - 2",51,"Maestría","Palmira",2
"2018 - 2",52,"Doctorado","Bogotá",2
"2018 - 2",52,"Especialización","Bogotá",2
"2018 - 2",52,"Especialización","Manizales",1
"2018 - 2",52,"Maestría","Bogotá",1
"2018 - 2",52,"Maestría","Medellín",2
"2018 - 2",52,"Maestría","Palmira",2
"2018 - 2",53,"Doctorado","Medellín",1
"2018 - 2",53,"Especialización","Bogotá",1
"2018 - 2",53,"Especialización","Manizales",1
"2018 - 2",53,"Maestría","Bogotá",2
"2018 - 2",53,"Pregrado","Manizales",1
"2018 - 2",54,"Doctorado","Bogotá",2
"2018 - 2",54,"Doctorado","Palmira",1
"2018 - 2",54,"Maestría","Medellín",3
"2018 - 2",55,"Doctorado","Bogotá",1
"2018 - 2",55,"Especialización","Manizales",1
"2018 - 2",55,"Maestría","Bogotá",1
"2018 - 2",55,"Maestría","Medellín",2
"2018 - 2",56,"Doctorado","Bogotá",2
"2018 - 2",56,"Doctorado","Palmira",1
"2018 - 2",56,"Maestría","Medellín",2
"2018 - 2",56,"Pregrado","Bogotá",1
"2018 - 2",57,"Especialización","Bogotá",1
"2018 - 2",57,"Especialización","Manizales",1
"2018 - 2",57,"Maestría","Bogotá",1
"2018 - 2",58,"Doctorado","Bogotá",1
"2018 - 2",58,"Pregrado","Palmira",1
"2018 - 2",59,"Doctorado","Bogotá",3
"2018 - 2",59,"Maestría","Bogotá",2
"2018 - 2",60,"Especialización","Bogotá",1
"2018 - 2",60,"Maestría","Bogotá",1
"2018 - 2",61,"Maestría","Manizales",1
"2018 - 2",62,"Doctorado","Bogotá",1
"2018 - 2",63,"Maestría","Bogotá",1
"2018 - 2",65,"Maestría","Palmira",1
"2018 - 2",68,"Especialización","Bogotá",1
"2018 - 2",68,"Maestría","Bogotá",1
"2019 - 1",20,"Especialización","Bogotá",1
"2019 - 1",20,"Pregrado","Bogotá",1
"2019 - 1",20,"Pregrado","Palmira",1
"2019 - 1",21,"Especialización","Bogotá",1
"2019 - 1",21,"Especialización","Manizales",1
"2019 - 1",21,"Pregrado","Bogotá",15
"2019 - 1",21,"Pregrado","Manizales",3
"2019 - 1",21,"Pregrado","Medellín",4
"2019 - 1",22,"Especialización","Bogotá",8
"2019 - 1",22,"Especialización","Manizales",2
"2019 - 1",22,"Pregrado","Bogotá",64
"2019 - 1",22,"Pregrado","Manizales",24
"2019 - 1",22,"Pregrado","Medellín",22
"2019 - 1",22,"Pregrado","Palmira",8
"2019 - 1",23,"Especialización","Bogotá",21
"2019 - 1",23,"Especialización","Manizales",21
"2019 - 1",23,"Especialización","Medellín",2
"2019 - 1",23,"Maestría","Bogotá",1
"2019 - 1",23,"Maestría","Manizales",1
"2019 - 1",23,"Pregrado","Bogotá",136
"2019 - 1",23,"Pregrado","Manizales",24
"2019 - 1",23,"Pregrado","Medellín",75
"2019 - 1",23,"Pregrado","Palmira",31
"2019 - 1",24,"Especialidades Médicas","Bogotá",1
"2019 - 1",24,"Especialización","Bogotá",43
"2019 - 1",24,"Especialización","Manizales",16
"2019 - 1",24,"Especialización","Medellín",5
"2019 - 1",24,"Maestría","Bogotá",7
"2019 - 1",24,"Maestría","Manizales",3
"2019 - 1",24,"Maestría","Medellín",4
"2019 - 1",24,"Maestría","Palmira",1
"2019 - 1",24,"Pregrado","Bogotá",110
"2019 - 1",24,"Pregrado","Manizales",13
"2019 - 1",24,"Pregrado","Medellín",46
"2019 - 1",24,"Pregrado","Palmira",27
"2019 - 1",25,"Especialización","Bogotá",53
"2019 - 1",25,"Especialización","Manizales",10
"2019 - 1",25,"Especialización","Medellín",7
"2019 - 1",25,"Maestría","Bogotá",20
"2019 - 1",25,"Maestría","Manizales",3
"2019 - 1",25,"Maestría","Medellín",9
"2019 - 1",25,"Pregrado","Bogotá",57
"2019 - 1",25,"Pregrado","Manizales",13
"2019 - 1",25,"Pregrado","Medellín",40
"2019 - 1",25,"Pregrado","Palmira",17
"2019 - 1",26,"Especialidades Médicas","Bogotá",7
"2019 - 1",26,"Especialización","Bogotá",45
"2019 - 1",26,"Especialización","Manizales",9
"2019 - 1",26,"Maestría","Bogotá",39
"2019 - 1",26,"Maestría","Manizales",4
"2019 - 1",26,"Maestría","Medellín",15
"2019 - 1",26,"Maestría","Palmira",1
"2019 - 1",26,"Pregrado","Bogotá",50
"2019 - 1",26,"Pregrado","Manizales",2
"2019 - 1",26,"Pregrado","Medellín",21
"2019 - 1",26,"Pregrado","Palmira",7
"2019 - 1",27,"Especialidades Médicas","Bogotá",7
"2019 - 1",27,"Especialización","Bogotá",55
"2019 - 1",27,"Especialización","Manizales",11
"2019 - 1",27,"Especialización","Medellín",6
"2019 - 1",27,"Maestría","Bogotá",50
"2019 - 1",27,"Maestría","Manizales",7
"2019 - 1",27,"Maestría","Medellín",15
"2019 - 1",27,"Maestría","Palmira",2
"2019 - 1",27,"Pregrado","Bogotá",40
"2019 - 1",27,"Pregrado","Manizales",5
"2019 - 1",27,"Pregrado","Medellín",7
"2019 - 1",27,"Pregrado","Palmira",4
"2019 - 1",28,"Doctorado","Bogotá",1
"2019 - 1",28,"Doctorado","Medellín",1
"2019 - 1",28,"Especialidades Médicas","Bogotá",14
"2019 - 1",28,"Especialización","Bogotá",29
"2019 - 1",28,"Especialización","Manizales",10
"2019 - 1",28,"Especialización","Medellín",4
"2019 - 1",28,"Maestría","Amazonía",1
"2019 - 1",28,"Maestría","Bogotá",54
"2019 - 1",28,"Maestría","Manizales",1
"2019 - 1",28,"Maestría","Medellín",16
"2019 - 1",28,"Maestría","Palmira",2
"2019 - 1",28,"Pregrado","Bogotá",32
"2019 - 1",28,"Pregrado","Manizales",2
"2019 - 1",28,"Pregrado","Medellín",3
"2019 - 1",28,"Pregrado","Palmira",6
"2019 - 1",29,"Doctorado","Bogotá",1
"2019 - 1",29,"Especialidades Médicas","Bogotá",18
"2019 - 1",29,"Especialización","Amazonía",1
"2019 - 1",29,"Especialización","Bogotá",32
"2019 - 1",29,"Especialización","Manizales",9
"2019 - 1",29,"Especialización","Medellín",4
"2019 - 1",29,"Maestría","Amazonía",1
"2019 - 1",29,"Maestría","Bogotá",44
"2019 - 1",29,"Maestría","Caribe",1
"2019 - 1",29,"Maestría","Manizales",3
"2019 - 1",29,"Maestría","Medellín",18
"2019 - 1",29,"Maestría","Palmira",4
"2019 - 1",29,"Pregrado","Bogotá",20
"2019 - 1",29,"Pregrado","Medellín",6
"2019 - 1",29,"Pregrado","Palmira",6
"2019 - 1",30,"Doctorado","Bogotá",4
"2019 - 1",30,"Doctorado","Medellín",2
"2019 - 1",30,"Especialidades Médicas","Bogotá",8
"2019 - 1",30,"Especialización","Bogotá",29
"2019 - 1",30,"Especialización","Manizales",5
"2019 - 1",30,"Especialización","Medellín",1
"2019 - 1",30,"Maestría","Bogotá",38
"2019 - 1",30,"Maestría","Manizales",1
"2019 - 1",30,"Maestría","Medellín",15
"2019 - 1",30,"Maestría","Palmira",4
"2019 - 1",30,"Pregrado","Bogotá",15
"2019 - 1",30,"Pregrado","Medellín",4
"2019 - 1",30,"Pregrado","Palmira",2
"2019 - 1",31,"Doctorado","Bogotá",2
"2019 - 1",31,"Doctorado","Medellín",1
"2019 - 1",31,"Doctorado","Palmira",1
"2019 - 1",31,"Especialidades Médicas","Bogotá",12
"2019 - 1",31,"Especialización","Bogotá",20
"2019 - 1",31,"Especialización","Manizales",5
"2019 - 1",31,"Especialización","Medellín",2
"2019 - 1",31,"Maestría","Bogotá",30
"2019 - 1",31,"Maestría","Manizales",4
"2019 - 1",31,"Maestría","Medellín",8
"2019 - 1",31,"Pregrado","Bogotá",3
"2019 - 1",31,"Pregrado","Medellín",3
"2019 - 1",31,"Pregrado","Palmira",1
"2019 - 1",32,"Doctorado","Bogotá",5
"2019 - 1",32,"Doctorado","Manizales",2
"2019 - 1",32,"Doctorado","Medellín",1
"2019 - 1",32,"Doctorado","Palmira",1
"2019 - 1",32,"Especialidades Médicas","Bogotá",6
"2019 - 1",32,"Especialización","Bogotá",24
"2019 - 1",32,"Especialización","Manizales",2
"2019 - 1",32,"Maestría","Bogotá",27
"2019 - 1",32,"Maestría","Manizales",2
"2019 - 1",32,"Maestría","Medellín",14
"2019 - 1",32,"Maestría","Palmira",2
"2019 - 1",32,"Pregrado","Bogotá",6
"2019 - 1",32,"Pregrado","Manizales",1
"2019 - 1",32,"Pregrado","Medellín",1
"2019 - 1",33,"Doctorado","Bogotá",6
"2019 - 1",33,"Doctorado","Medellín",5
"2019 - 1",33,"Especialidades Médicas","Bogotá",3
"2019 - 1",33,"Especialización","Bogotá",10
"2019 - 1",33,"Especialización","Manizales",4
"2019 - 1",33,"Especialización","Medellín",2
"2019 - 1",33,"Maestría","Bogotá",30
"2019 - 1",33,"Maestría","Manizales",3
"2019 - 1",33,"Maestría","Medellín",15
"2019 - 1",33,"Maestría","Palmira",1
"2019 - 1",33,"Pregrado","Bogotá",5
"2019 - 1",33,"Pregrado","Manizales",1
"2019 - 1",33,"Pregrado","Medellín",1
"2019 - 1",33,"Pregrado","Palmira",1
"2019 - 1",34,"Doctorado","Bogotá",3
"2019 - 1",34,"Doctorado","Manizales",1
"2019 - 1",34,"Doctorado","Medellín",3
"2019 - 1",34,"Especialidades Médicas","Bogotá",2
"2019 - 1",34,"Especialización","Bogotá",17
"2019 - 1",34,"Maestría","Bogotá",18
"2019 - 1",34,"Maestría","Manizales",4
"2019 - 1",34,"Maestría","Medellín",7
"2019 - 1",34,"Maestría","Palmira",2
"2019 - 1",34,"Pregrado","Bogotá",4
"2019 - 1",34,"Pregrado","Palmira",2
"2019 - 1",35,"Doctorado","Bogotá",5
"2019 - 1",35,"Doctorado","Manizales",1
"2019 - 1",35,"Doctorado","Medellín",2
"2019 - 1",35,"Especialidades Médicas","Bogotá",7
"2019 - 1",35,"Especialización","Bogotá",10
"2019 - 1",35,"Especialización","Manizales",3
"2019 - 1",35,"Maestría","Bogotá",20
"2019 - 1",35,"Maestría","Manizales",1
"2019 - 1",35,"Maestría","Medellín",6
"2019 - 1",35,"Maestría","Palmira",3
"2019 - 1",35,"Pregrado","Bogotá",3
"2019 - 1",35,"Pregrado","Palmira",1
"2019 - 1",36,"Doctorado","Bogotá",5
"2019 - 1",36,"Doctorado","Medellín",3
"2019 - 1",36,"Especialidades Médicas","Bogotá",2
"2019 - 1",36,"Especialización","Bogotá",10
"2019 - 1",36,"Especialización","Manizales",1
"2019 - 1",36,"Maestría","Amazonía",1
"2019 - 1",36,"Maestría","Bogotá",13
"2019 - 1",36,"Maestría","Manizales",2
"2019 - 1",36,"Maestría","Medellín",7
"2019 - 1",36,"Maestría","Palmira",3
"2019 - 1",36,"Pregrado","Bogotá",1
"2019 - 1",37,"Doctorado","Bogotá",3
"2019 - 1",37,"Doctorado","Medellín",1
"2019 - 1",37,"Especialidades Médicas","Bogotá",1
"2019 - 1",37,"Especialización","Bogotá",16
"2019 - 1",37,"Especialización","Manizales",2
"2019 - 1",37,"Especialización","Medellín",1
"2019 - 1",37,"Maestría","Bogotá",13
"2019 - 1",37,"Maestría","Manizales",2
"2019 - 1",37,"Maestría","Medellín",3
"2019 - 1",37,"Maestría","Palmira",1
"2019 - 1",37,"Pregrado","Bogotá",2
"2019 - 1",38,"Doctorado","Bogotá",4
"2019 - 1",38,"Doctorado","Manizales",1
"2019 - 1",38,"Doctorado","Medellín",2
"2019 - 1",38,"Especialidades Médicas","Bogotá",3
"2019 - 1",38,"Especialización","Bogotá",13
"2019 - 1",38,"Especialización","Manizales",1
"2019 - 1",38,"Maestría","Bogotá",14
"2019 - 1",38,"Maestría","Manizales",1
"2019 - 1",38,"Maestría","Medellín",1
"2019 - 1",38,"Maestría","Palmira",4
"2019 - 1",38,"Pregrado","Manizales",1
"2019 - 1",39,"Doctorado","Bogotá",2
"2019 - 1",39,"Doctorado","Medellín",1
"2019 - 1",39,"Especialidades Médicas","Bogotá",1
"2019 - 1",39,"Especialización","Bogotá",7
"2019 - 1",39,"Especialización","Manizales",1
"2019 - 1",39,"Maestría","Bogotá",10
"2019 - 1",39,"Maestría","Caribe",1
"2019 - 1",39,"Maestría","Manizales",2
"2019 - 1",39,"Maestría","Medellín",2
"2019 - 1",39,"Pregrado","Bogotá",1
"2019 - 1",40,"Doctorado","Bogotá",5
"2019 - 1",40,"Doctorado","Medellín",2
"2019 - 1",40,"Especialización","Bogotá",11
"2019 - 1",40,"Especialización","Manizales",1
"2019 - 1",40,"Maestría","Bogotá",16
"2019 - 1",40,"Maestría","Manizales",1
"2019 - 1",40,"Maestría","Medellín",3
"2019 - 1",40,"Maestría","Palmira",2
"2019 - 1",40,"Pregrado","Bogotá",1
"2019 - 1",41,"Doctorado","Bogotá",2
"2019 - 1",41,"Especialidades Médicas","Bogotá",1
"2019 - 1",41,"Especialización","Bogotá",4
"2019 - 1",41,"Especialización","Manizales",2
"2019 - 1",41,"Especialización","Medellín",1
"2019 - 1",41,"Maestría","Bogotá",11
"2019 - 1",41,"Maestría","Medellín",2
"2019 - 1",41,"Maestría","Palmira",1
"2019 - 1",42,"Doctorado","Palmira",1
"2019 - 1",42,"Especialidades Médicas","Bogotá",2
"2019 - 1",42,"Especialización","Bogotá",5
"2019 - 1",42,"Especialización","Manizales",1
"2019 - 1",42,"Maestría","Bogotá",6
"2019 - 1",42,"Maestría","Medellín",4
"2019 - 1",42,"Pregrado","Bogotá",1
"2019 - 1",43,"Doctorado","Bogotá",3
"2019 - 1",43,"Especialización","Bogotá",6
"2019 - 1",43,"Especialización","Medellín",1
"2019 - 1",43,"Maestría","Bogotá",7
"2019 - 1",43,"Maestría","Caribe",1
"2019 - 1",43,"Maestría","Manizales",1
"2019 - 1",43,"Maestría","Medellín",3
"2019 - 1",43,"Maestría","Palmira",1
"2019 - 1",44,"Doctorado","Medellín",2
"2019 - 1",44,"Especialización","Bogotá",3
"2019 - 1",44,"Maestría","Bogotá",5
"2019 - 1",44,"Maestría","Manizales",1
"2019 - 1",44,"Maestría","Medellín",2
"2019 - 1",44,"Maestría","Palmira",3
"2019 - 1",45,"Doctorado","Bogotá",3
"2019 - 1",45,"Especialización","Bogotá",1
"2019 - 1",45,"Especialización","Manizales",1
"2019 - 1",45,"Maestría","Bogotá",2
"2019 - 1",45,"Maestría","Manizales",1
"2019 - 1",45,"Maestría","Medellín",3
"2019 - 1",45,"Maestría","Palmira",1
"2019 - 1",45,"Pregrado","Medellín",1
"2019 - 1",46,"Doctorado","Bogotá",2
"2019 - 1",46,"Especialidades Médicas","Bogotá",1
"2019 - 1",46,"Especialización","Bogotá",1
"2019 - 1",46,"Maestría","Bogotá",4
"2019 - 1",46,"Maestría","Medellín",2
"2019 - 1",46,"Maestría","Palmira",2
"2019 - 1",46,"Pregrado","Bogotá",1
"2019 - 1",47,"Especialización","Bogotá",2
"2019 - 1",47,"Maestría","Bogotá",3
"2019 - 1",47,"Pregrado","Bogotá",1
"2019 - 1",48,"Doctorado","Bogotá",1
"2019 - 1",48,"Doctorado","Manizales",1
"2019 - 1",48,"Doctorado","Medellín",3
"2019 - 1",48,"Especialización","Bogotá",6
"2019 - 1",48,"Especialización","Manizales",1
"2019 - 1",48,"Maestría","Bogotá",6
"2019 - 1",48,"Maestría","Medellín",2
"2019 - 1",48,"Maestría","Palmira",3
"2019 - 1",48,"Pregrado","Bogotá",3
"2019 - 1",49,"Doctorado","Bogotá",2
"2019 - 1",49,"Especialización","Bogotá",4
"2019 - 1",49,"Especialización","Medellín",1
"2019 - 1",49,"Maestría","Bogotá",5
"2019 - 1",49,"Maestría","Medellín",1
"2019 - 1",49,"Maestría","Palmira",2
"2019 - 1",50,"Doctorado","Bogotá",1
"2019 - 1",50,"Especialización","Bogotá",1
"2019 - 1",50,"Especialización","Manizales",1
"2019 - 1",50,"Maestría","Bogotá",2
"2019 - 1",50,"Maestría","Medellín",2
"2019 - 1",50,"Pregrado","Bogotá",2
"2019 - 1",51,"Doctorado","Manizales",1
"2019 - 1",51,"Especialización","Bogotá",2
"2019 - 1",51,"Especialización","Manizales",1
"2019 - 1",51,"Especialización","Medellín",1
"2019 - 1",51,"Maestría","Bogotá",1
"2019 - 1",51,"Maestría","Palmira",1
"2019 - 1",52,"Especialización","Bogotá",2
"2019 - 1",52,"Especialización","Manizales",1
"2019 - 1",52,"Maestría","Bogotá",3
"2019 - 1",52,"Maestría","Medellín",1
"2019 - 1",52,"Maestría","Palmira",1
"2019 - 1",53,"Doctorado","Bogotá",1
"2019 - 1",53,"Especialización","Bogotá",3
"2019 - 1",53,"Especialización","Manizales",1
"2019 - 1",53,"Maestría","Bogotá",1
"2019 - 1",53,"Maestría","Manizales",1
"2019 - 1",53,"Maestría","Medellín",1
"2019 - 1",54,"Doctorado","Bogotá",2
"2019 - 1",54,"Doctorado","Medellín",1
"2019 - 1",54,"Especialización","Bogotá",2
"2019 - 1",55,"Doctorado","Bogotá",2
"2019 - 1",55,"Especialización","Manizales",3
"2019 - 1",55,"Maestría","Bogotá",2
"2019 - 1",55,"Maestría","Medellín",2
"2019 - 1",56,"Doctorado","Medellín",1
"2019 - 1",56,"Especialización","Bogotá",3
"2019 - 1",56,"Especialización","Medellín",1
"2019 - 1",57,"Especialización","Bogotá",1
"2019 - 1",57,"Especialización","Manizales",1
"2019 - 1",57,"Maestría","Bogotá",3
"2019 - 1",59,"Doctorado","Bogotá",1
"2019 - 1",59,"Especialización","Bogotá",1
"2019 - 1",59,"Maestría","Medellín",1
"2019 - 1",60,"Doctorado","Medellín",1
"2019 - 1",60,"Especialización","Bogotá",2
"2019 - 1",62,"Doctorado","Bogotá",1
"2019 - 1",63,"Maestría","Bogotá",1
"2019 - 1",64,"Especialización","Bogotá",1
"2019 - 1",64,"Maestría","Bogotá",1
"2019 - 1",64,"Maestría","Palmira",1
"2019 - 1",64,"Pregrado","Bogotá",1
"2019 - 1",66,"Doctorado","Bogotá",1
"2019 - 1",66,"Maestría","Bogotá",1
"2019 - 1",67,"Maestría","Bogotá",1
"2019 - 1",69,"Especialización","Bogotá",1
"2019 - 2",18,"Especialización","Bogotá",1
"2019 - 2",20,"Pregrado","Bogotá",2
"2019 - 2",20,"Pregrado","Medellín",2
"2019 - 2",21,"Pregrado","Bogotá",61
"2019 - 2",21,"Pregrado","Manizales",10
"2019 - 2",21,"Pregrado","Medellín",27
"2019 - 2",22,"Especialización","Bogotá",6
"2019 - 2",22,"Especialización","Manizales",9
"2019 - 2",22,"Especialización","Medellín",2
"2019 - 2",22,"Pregrado","Bogotá",292
"2019 - 2",22,"Pregrado","Manizales",92
"2019 - 2",22,"Pregrado","Medellín",125
"2019 - 2",22,"Pregrado","Palmira",10
"2019 - 2",23,"Especialización","Bogotá",20
"2019 - 2",23,"Especialización","Manizales",21
"2019 - 2",23,"Especialización","Medellín",13
"2019 - 2",23,"Maestría","Bogotá",2
"2019 - 2",23,"Maestría","Manizales",3
"2019 - 2",23,"Maestría","Medellín",1
"2019 - 2",23,"Maestría","Palmira",2
